,criteria,internal_noise_sigma,prob_interval1,prob_agreement
355,-4.85,2.6,0.89147,0.81598
356,-4.85,2.65,0.88474,0.80744
357,-4.85,2.7,0.88218,0.8024
358,-4.85,2.75,0.87853,0.79858
359,-4.85,2.8,0.8741,0.78872
360,-4.85,2.85,0.87443,0.78886
361,-4.85,2.9,0.86951,0.7837
362,-4.85,2.95,0.8643799999999999,0.77588
363,-4.85,3.0,0.85938,0.76652
364,-4.85,3.05,0.85563,0.76282
365,-4.85,3.1,0.85407,0.76106
366,-4.85,3.15,0.8501000000000001,0.75564
367,-4.85,3.2,0.8473900000000001,0.74994
368,-4.85,3.25,0.8425,0.74368
369,-4.85,3.3,0.83904,0.74176
370,-4.85,3.35,0.83664,0.73696
371,-4.85,3.4,0.83161,0.7309
372,-4.85,3.45,0.83213,0.73114
373,-4.85,3.5,0.8262700000000001,0.72058
374,-4.85,3.55,0.82595,0.7227
375,-4.85,3.6,0.8183499999999999,0.71054
376,-4.85,3.65,0.81741,0.7103
377,-4.85,3.7,0.8147800000000001,0.70788
378,-4.85,3.75,0.81159,0.7043
379,-4.85,3.8,0.80958,0.6994
380,-4.85,3.85,0.80763,0.70102
381,-4.85,3.9,0.8017099999999999,0.69066
382,-4.85,3.95,0.8025100000000001,0.69302
383,-4.85,4.0,0.80144,0.69192
384,-4.85,4.05,0.79511,0.68486
385,-4.85,4.1,0.79297,0.67942
386,-4.85,4.15,0.79077,0.67666
387,-4.85,4.2,0.78471,0.6725
388,-4.85,4.25,0.78308,0.66736
389,-4.85,4.3,0.7822,0.66848
390,-4.85,4.35,0.78137,0.6661
391,-4.85,4.4,0.77624,0.66072
392,-4.85,4.45,0.77487,0.66246
393,-4.85,4.5,0.77359,0.6579
394,-4.85,4.55,0.76919,0.65906
395,-4.85,4.6,0.76762,0.65108
396,-4.85,4.65,0.7634799999999999,0.64492
397,-4.85,4.7,0.7619400000000001,0.6454
398,-4.85,4.75,0.76176,0.64456
399,-4.85,4.8,0.7563200000000001,0.64148
400,-4.85,4.85,0.75507,0.6381
401,-4.85,4.9,0.75386,0.63552
402,-4.85,4.95,0.75193,0.63522
403,-4.85,5.0,0.75,0.63156
404,-4.8,0.0,0.99972,1.0
405,-4.8,0.05,0.99964,0.99992
406,-4.8,0.1,0.99977,0.9999
407,-4.8,0.15,0.99969,0.99982
408,-4.8,0.2,0.99962,0.99968
409,-4.8,0.25,0.99936,0.99944
410,-4.8,0.3,0.99934,0.99928
411,-4.8,0.35,0.99921,0.99902
412,-4.8,0.4,0.999,0.99876
413,-4.8,0.45,0.99912,0.99884
414,-4.8,0.5,0.9987600000000001,0.99828
415,-4.8,0.55,0.99824,0.99756
416,-4.8,0.6,0.99811,0.99706
417,-4.8,0.65,0.99764,0.9962
418,-4.8,0.7,0.9974700000000001,0.99578
419,-4.8,0.75,0.99648,0.99404
420,-4.8,0.8,0.99643,0.99374
421,-4.8,0.85,0.9954799999999999,0.99216
422,-4.8,0.9,0.99405,0.98958
423,-4.8,0.95,0.99238,0.98664
424,-4.8,1.0,0.99163,0.98522
425,-4.8,1.05,0.99057,0.98318
426,-4.8,1.1,0.98878,0.98
427,-4.8,1.15,0.98723,0.97726
428,-4.8,1.2,0.98524,0.97404
429,-4.8,1.25,0.98346,0.9704
430,-4.8,1.3,0.98106,0.96592
431,-4.8,1.35,0.9779599999999999,0.9604
432,-4.8,1.4,0.97645,0.95742
433,-4.8,1.45,0.97243,0.95106
434,-4.8,1.5,0.97012,0.947
435,-4.8,1.55,0.96608,0.93992
436,-4.8,1.6,0.96375,0.93482
437,-4.8,1.65,0.9618,0.9308
438,-4.8,1.7,0.95688,0.92356
439,-4.8,1.75,0.95404,0.9186
440,-4.8,1.8,0.95033,0.91238
441,-4.8,1.85,0.9465399999999999,0.90628
442,-4.8,1.9,0.94302,0.9004
443,-4.8,1.95,0.93918,0.89312
444,-4.8,2.0,0.93465,0.88526
445,-4.8,2.05,0.9316800000000001,0.88156
446,-4.8,2.1,0.92745,0.87386
447,-4.8,2.15,0.92391,0.86774
448,-4.8,2.2,0.9201600000000001,0.86324
449,-4.8,2.25,0.9148499999999999,0.8533
450,-4.8,2.3,0.9108700000000001,0.84822
451,-4.8,2.35,0.90826,0.84148
452,-4.8,2.4,0.90474,0.83728
453,-4.8,2.45,0.9010400000000001,0.831
454,-4.8,2.5,0.8956200000000001,0.82332
455,-4.8,2.55,0.89237,0.81834
456,-4.8,2.6,0.88971,0.81362
457,-4.8,2.65,0.88496,0.80644
458,-4.8,2.7,0.87961,0.79878
459,-4.8,2.75,0.87775,0.7943
460,-4.8,2.8,0.87385,0.79046
461,-4.8,2.85,0.867,0.78084
462,-4.8,2.9,0.86667,0.77822
463,-4.8,2.95,0.8620300000000001,0.77346
464,-4.8,3.0,0.8572,0.76812
465,-4.8,3.05,0.85673,0.7647
466,-4.8,3.1,0.85274,0.76064
467,-4.8,3.15,0.84734,0.7528
468,-4.8,3.2,0.84368,0.74836
469,-4.8,3.25,0.84009,0.74266
470,-4.8,3.3,0.83663,0.73754
471,-4.8,3.35,0.83423,0.73482
472,-4.8,3.4,0.83142,0.72988
473,-4.8,3.45,0.82709,0.72414
474,-4.8,3.5,0.8256,0.72244
475,-4.8,3.55,0.82066,0.71572
476,-4.8,3.6,0.8184400000000001,0.71256
477,-4.8,3.65,0.81491,0.70794
478,-4.8,3.7,0.8124899999999999,0.70374
479,-4.8,3.75,0.80799,0.69842
480,-4.8,3.8,0.80689,0.69866
481,-4.8,3.85,0.80425,0.6983
482,-4.8,3.9,0.80042,0.68792
483,-4.8,3.95,0.7982,0.69028
484,-4.8,4.0,0.79589,0.68342
485,-4.8,4.05,0.79142,0.681
486,-4.8,4.1,0.79149,0.67982
487,-4.8,4.15,0.7883899999999999,0.67666
488,-4.8,4.2,0.7851600000000001,0.6718
489,-4.8,4.25,0.78003,0.66734
490,-4.8,4.3,0.77958,0.66632
491,-4.8,4.35,0.7765599999999999,0.66088
492,-4.8,4.4,0.77536,0.6602
493,-4.8,4.45,0.77178,0.65828
494,-4.8,4.5,0.77089,0.65502
495,-4.8,4.55,0.76844,0.65348
496,-4.8,4.6,0.76416,0.64688
497,-4.8,4.65,0.76501,0.65014
498,-4.8,4.7,0.76185,0.64402
499,-4.8,4.75,0.75485,0.6367
500,-4.8,4.8,0.75486,0.63876
501,-4.8,4.85,0.75519,0.6397
502,-4.8,4.9,0.75038,0.63448
503,-4.8,4.95,0.74807,0.63142
504,-4.8,5.0,0.74651,0.62618
505,-4.75,0.0,0.99968,1.0
506,-4.75,0.05,0.99966,0.99996
507,-4.75,0.1,0.9995799999999999,0.99984
508,-4.75,0.15,0.99954,0.99968
509,-4.75,0.2,0.99955,0.99958
510,-4.75,0.25,0.99944,0.99944
511,-4.75,0.3,0.99932,0.99936
512,-4.75,0.35,0.99925,0.99918
513,-4.75,0.4,0.99924,0.99908
514,-4.75,0.45,0.99894,0.99836
515,-4.75,0.5,0.99879,0.99826
516,-4.75,0.55,0.9982500000000001,0.99738
517,-4.75,0.6,0.99819,0.99726
518,-4.75,0.65,0.99756,0.99624
519,-4.75,0.7,0.9970399999999999,0.9952
520,-4.75,0.75,0.99651,0.99438
521,-4.75,0.8,0.99549,0.99226
522,-4.75,0.85,0.99449,0.99058
523,-4.75,0.9,0.9939,0.9892
524,-4.75,0.95,0.9925900000000001,0.98698
525,-4.75,1.0,0.99118,0.98416
526,-4.75,1.05,0.9894499999999999,0.98142
527,-4.75,1.1,0.98787,0.97854
528,-4.75,1.15,0.9863999999999999,0.97588
529,-4.75,1.2,0.9843599999999999,0.97196
530,-4.75,1.25,0.98246,0.96848
531,-4.75,1.3,0.97951,0.96346
532,-4.75,1.35,0.9768399999999999,0.9586
533,-4.75,1.4,0.975,0.95592
534,-4.75,1.45,0.97179,0.94934
535,-4.75,1.5,0.96925,0.9459
536,-4.75,1.55,0.9660299999999999,0.93866
537,-4.75,1.6,0.9627300000000001,0.93454
538,-4.75,1.65,0.96035,0.92882
539,-4.75,1.7,0.9557100000000001,0.92174
540,-4.75,1.75,0.95278,0.91692
541,-4.75,1.8,0.94844,0.9096
542,-4.75,1.85,0.9438599999999999,0.90248
543,-4.75,1.9,0.94253,0.89978
544,-4.75,1.95,0.93621,0.88974
545,-4.75,2.0,0.9339200000000001,0.884
546,-4.75,2.05,0.93111,0.88006
547,-4.75,2.1,0.9251499999999999,0.87086
548,-4.75,2.15,0.9223,0.8666
549,-4.75,2.2,0.9168400000000001,0.85608
550,-4.75,2.25,0.91523,0.85382
551,-4.75,2.3,0.9096,0.84388
552,-4.75,2.35,0.9049,0.83788
553,-4.75,2.4,0.90448,0.83748
554,-4.75,2.45,0.8952100000000001,0.8233
555,-4.75,2.5,0.89226,0.81852
556,-4.75,2.55,0.89047,0.81482
557,-4.75,2.6,0.8849800000000001,0.80556
558,-4.75,2.65,0.8821399999999999,0.80308
559,-4.75,2.7,0.8780600000000001,0.79712
560,-4.75,2.75,0.8745499999999999,0.79146
561,-4.75,2.8,0.87202,0.78764
562,-4.75,2.85,0.86547,0.7767
563,-4.75,2.9,0.86122,0.77228
564,-4.75,2.95,0.85931,0.7683
565,-4.75,3.0,0.85521,0.76222
566,-4.75,3.05,0.8513,0.75836
567,-4.75,3.1,0.85029,0.75738
568,-4.75,3.15,0.8449599999999999,0.74864
569,-4.75,3.2,0.84057,0.7439
570,-4.75,3.25,0.83779,0.73738
571,-4.75,3.3,0.83419,0.73398
572,-4.75,3.35,0.83243,0.73138
573,-4.75,3.4,0.82725,0.72394
574,-4.75,3.45,0.82629,0.7235
575,-4.75,3.5,0.82151,0.71542
576,-4.75,3.55,0.8186,0.71132
577,-4.75,3.6,0.8165199999999999,0.71088
578,-4.75,3.65,0.8134399999999999,0.70604
579,-4.75,3.7,0.81084,0.70424
580,-4.75,3.75,0.80531,0.69674
581,-4.75,3.8,0.8016000000000001,0.69312
582,-4.75,3.85,0.80114,0.691
583,-4.75,3.9,0.79634,0.68672
584,-4.75,3.95,0.79358,0.68292
585,-4.75,4.0,0.79097,0.67702
586,-4.75,4.05,0.79096,0.68128
587,-4.75,4.1,0.78661,0.6773
588,-4.75,4.15,0.78438,0.671
589,-4.75,4.2,0.78131,0.66758
590,-4.75,4.25,0.7788299999999999,0.66714
591,-4.75,4.3,0.7763599999999999,0.65976
592,-4.75,4.35,0.77559,0.66094
593,-4.75,4.4,0.77293,0.65846
594,-4.75,4.45,0.76749,0.6521
595,-4.75,4.5,0.7679199999999999,0.65192
596,-4.75,4.55,0.76559,0.65194
597,-4.75,4.6,0.7595400000000001,0.64404
598,-4.75,4.65,0.76102,0.64676
599,-4.75,4.7,0.75674,0.64196
600,-4.75,4.75,0.75737,0.6403
601,-4.75,4.8,0.7545999999999999,0.63968
602,-4.75,4.85,0.7528699999999999,0.63654
603,-4.75,4.9,0.74707,0.62914
604,-4.75,4.95,0.74544,0.62888
605,-4.75,5.0,0.74255,0.6241
606,-4.7,0.0,0.9995,1.0
607,-4.7,0.05,0.99949,0.9999
608,-4.7,0.1,0.9994700000000001,0.99986
609,-4.7,0.15,0.99957,0.99978
610,-4.7,0.2,0.99943,0.99966
611,-4.7,0.25,0.9993700000000001,0.99946
612,-4.7,0.3,0.99925,0.99926
613,-4.7,0.35,0.9991099999999999,0.9989
614,-4.7,0.4,0.99914,0.99868
615,-4.7,0.45,0.99888,0.99836
616,-4.7,0.5,0.99872,0.998
617,-4.7,0.55,0.99838,0.99752
618,-4.7,0.6,0.99777,0.99654
619,-4.7,0.65,0.9972,0.99528
620,-4.7,0.7,0.99649,0.99406
621,-4.7,0.75,0.99596,0.99312
622,-4.7,0.8,0.99552,0.99216
623,-4.7,0.85,0.99395,0.98938
624,-4.7,0.9,0.99315,0.98822
625,-4.7,0.95,0.99222,0.98668
626,-4.7,1.0,0.99072,0.98368
627,-4.7,1.05,0.9884200000000001,0.9802
628,-4.7,1.1,0.98752,0.97824
629,-4.7,1.15,0.9846299999999999,0.9737
630,-4.7,1.2,0.98418,0.97232
631,-4.7,1.25,0.98135,0.96662
